2703.8508  0.000
2705.4921  0.000
2707.1334  0.000
2708.7747  0.000
2710.4159  0.000
2712.0572  0.000
2713.6985  0.000
2715.3398  0.000
2716.9811  0.000
2718.6224  0.000
2720.2636  0.000
2721.9049  0.000
2723.5462  0.000
2725.1875  0.000
2726.8288  0.000
2728.4701  0.000
2730.1113  0.000
2731.7526  0.000
2733.3939  0.000
2735.0352  0.000
2736.6765  0.000
2738.3178  0.000
2739.9591  0.000
2741.6003  0.000
2743.2416  0.000
2744.8829  0.000
2746.5242  0.000
2748.1655  0.000
2749.8068  0.000
2751.4480  0.000
2753.0893  0.000
2754.7306  0.000
2756.3719  0.000
2758.0132  0.000
2759.6545  0.000
2761.2958  0.000
2762.9370  0.000
2764.5783  0.000
2766.2196  0.000
2767.8609  0.000
2769.5022  0.000
2771.1435  0.000
2772.7847  0.000
2774.4260  0.000
2776.0673  0.000
2777.7086  0.000
2779.3499  0.000
2780.9912  0.000
2782.6324  0.000
2784.2737  0.000
2785.9150  0.000
2787.5563  0.000
2789.1976  0.000
2790.8389  0.000
2792.4802  0.000
2794.1214  0.000
2795.7627  0.000
2797.4040  0.000
2799.0453  0.000
2800.6866  0.000
2802.3279  0.000
2803.9691  0.000
2805.6104  0.000
2807.2517  0.000
2808.8930  0.000
2810.5343  0.000
2812.1756  0.000
2813.8168  0.000
2815.4581  0.000
2817.0994  0.000
2818.7407  0.000
2820.3820  0.000
2822.0233  0.000
2823.6646  0.000
2825.3058  0.000
2826.9471  0.000
2828.5884  0.000
2830.2297  0.000
2831.8710  0.000
2833.5123  0.000
2835.1535  0.000
2836.7948  0.000
2838.4361  0.000
2840.0774  0.000
2841.7187  0.000
2843.3600  0.000
2845.0012  0.000
2846.6425  0.000
2848.2838  0.000
2849.9251  0.000
2851.5664  0.000
2853.2077  0.000
2854.8490  0.000
2856.4902  0.000
2858.1315  0.000
2859.7728  0.000
2861.4141  0.000
2863.0554  0.000
2864.6967  0.000
2866.3379  0.000
2867.9792  0.000
2869.6205  0.000
2871.2618  0.000
2872.9031  0.000
2874.5444  0.000
2876.1857  0.000
2877.8269  0.000
2879.4682  0.000
2881.1095  0.000
2882.7508  0.000
2884.3921  0.000
2886.0334  0.000
2887.6746  0.000
2889.3159  0.000
2890.9572  0.000
2892.5985  0.000
2894.2398  0.000
2895.8811  0.000
2897.5223  0.000
2899.1636  0.000
2900.8049  0.000
2902.4462  0.000
2904.0875  0.000
2905.7288  0.000
2907.3701  0.000
2909.0113  0.000
2910.6526  0.000
2912.2939  0.000
2913.9352  0.000
2915.5765  0.000
2917.2178  0.000
2918.8590  0.000
2920.5003  0.000
2922.1416  0.000
2923.7829  0.000
2925.4242  0.000
2927.0655  0.000
2928.7067  0.000
2930.3480  0.000
2931.9893  0.000
2933.6306  0.000
2935.2719  0.000
2936.9132  0.000
2938.5545  0.000
2940.1957  0.000
2941.8370  0.000
2943.4783  0.000
2945.1196  0.000
2946.7609  0.000
2948.4022  0.000
2950.0434  0.000
2951.6847  0.000
2953.3260  0.000
2954.9673  0.000
2956.6086  0.000
2958.2499  0.000
2959.8912  0.000
2961.5324  0.000
2963.1737  0.000
2964.8150  0.000
2966.4563  0.000
2968.0976  0.000
2969.7389  0.000
2971.3801  0.000
2973.0214  0.000
2974.6627  0.000
2976.3040  0.000
2977.9453  0.000
2979.5866  0.000
2981.2278  0.000
2982.8691  0.000
2984.5104  0.000
2986.1517  0.000
2987.7930  0.000
2989.4343  0.000
2991.0756  0.000
2992.7168  0.000
2994.3581  0.000
