3125.7842 13.285
3127.8665 13.194
3129.9487 13.141
3132.0310 13.094
3134.1133 13.064
3136.1956 13.096
3138.2778 13.110
3140.3601 13.131
3142.4424 13.183
3144.5246 13.260
3146.6069 13.213
3148.6892 13.120
3150.7715 13.050
3152.8537 13.121
3154.9360 13.156
3157.0183 13.155
3159.1005 13.129
3161.1828 13.101
3163.2651 13.065
3165.3473 13.046
3167.4296 13.037
3169.5119 13.020
3171.5942 13.013
3173.6764 13.018
3175.7587 13.020
3177.8410 13.008
3179.9232 13.073
3182.0055 13.122
3184.0878 13.128
3186.1701 13.081
3188.2523 13.029
3190.3346 13.055
3192.4169 13.092
3194.4991 13.107
3196.5814 13.098
3198.6637 13.114
3200.7460 13.150
3202.8282 13.182
3204.9105 13.164
3206.9928 13.134
3209.0750 13.108
3211.1573 13.084
3213.2396 13.062
3215.3218 13.042
3217.4041 13.033
3219.4864 13.023
3221.5687 13.001
3223.6509 13.008
3225.7332 13.016
3227.8155 13.009
3229.8977 12.980
3231.9800 12.973
3234.0623 12.976
3236.1446 12.974
3238.2268 12.965
3240.3091 12.973
3242.3914 12.977
3244.4736 12.968
3246.5559 12.955
3248.6382 12.966
3250.7205 13.018
3252.8027 13.052
3254.8850 13.059
3256.9673 13.034
3259.0495 13.033
3261.1318 13.028
3263.2141 13.016
3265.2964 12.991
3267.3786 13.010
3269.4609 13.024
3271.5432 13.036
3273.6254 13.046
3275.7077 13.050
3277.7900 13.037
3279.8722 13.033
3281.9545 13.042
3284.0368 13.044
3286.1191 13.028
3288.2013 13.009
3290.2836 12.994
3292.3659 12.987
3294.4481 13.002
3296.5304 13.009
3298.6127 13.000
3300.6950 12.971
3302.7772 13.004
3304.8595 13.031
3306.9418 13.045
3309.0240 13.039
3311.1063 13.059
3313.1886 13.062
3315.2709 13.042
3317.3531 12.999
3319.4354 12.987
3321.5177 12.994
3323.5999 12.998
3325.6822 12.992
3327.7645 12.976
3329.8467 12.981
3331.9290 13.007
3334.0113 13.037
3336.0936 13.035
3338.1758 13.035
3340.2581 13.033
3342.3404 13.019
3344.4226 12.993
3346.5049 13.017
3348.5872 13.043
3350.6695 13.058
3352.7517 13.069
3354.8340 13.059
3356.9163 13.036
3358.9985 13.024
3361.0808 13.029
3363.1631 13.043
3365.2454 13.037
3367.3276 13.029
3369.4099 13.031
3371.4922 13.064
3373.5744 13.090
3375.6567 13.081
3377.7390 13.045
3379.8212 13.003
3381.9035 12.994
3383.9858 12.996
3386.0681 13.002
3388.1503 13.006
3390.2326 13.015
3392.3149 13.031
3394.3971 13.036
3396.4794 13.031
3398.5617 13.025
3400.6440 13.053
3402.7262 13.077
3404.8085 13.078
3406.8908 13.066
3408.9730 13.067
3411.0553 13.055
3413.1376 13.033
3415.2199 13.027
3417.3021 13.017
3419.3844 13.016
3421.4667 13.023
3423.5489 13.035
3425.6312 13.065
3427.7135 13.093
3429.7958 13.112
3431.8780 13.131
3433.9603 13.086
3436.0426 13.063
3438.1248 13.064
3440.2071 13.096
3442.2894 13.113
3444.3716 13.101
3446.4539 13.084
3448.5362 13.094
3450.6185 13.134
3452.7007 13.118
3454.7830 13.091
3456.8653 13.059
3458.9475 13.047
3461.0298 13.064
3463.1121 13.102
3465.1944 13.140
3467.2766 13.140
3469.3589 13.151
3471.4412 13.154
3473.5234 13.163
3475.6057 13.190
3477.6880 13.212
3479.7703 13.220
3481.8525 13.213
3483.9348 13.200
3486.0171 13.161
3488.0993 13.143
3490.1816 13.140
3492.2639 13.152
3494.3461 13.130
3496.4284 13.098
3498.5107 13.090
3500.5930 13.101
3502.6752 13.127
3504.7575 13.133
3506.8398 13.160
3508.9220 13.192
3511.0043 13.193
3513.0866 13.141
3515.1689 13.116
3517.2511 13.110
3519.3334 13.100
3521.4157 13.104
3523.4979 13.107
3525.5802 13.116
3527.6625 13.125
3529.7448 13.105
3531.8270 13.095
3533.9093 13.100
3535.9916 13.110
3538.0738 13.108
3540.1561 13.100
3542.2384 13.096
3544.3207 13.098
3546.4029 13.116
3548.4852 13.116
3550.5675 13.123
3552.6497 13.134
3554.7320 13.155
3556.8143 13.166
3558.8965 13.159
3560.9788 13.153
3563.0611 13.138
3565.1434 13.127
3567.2256 13.108
3569.3079 13.103
3571.3902 13.120
3573.4724 13.127
3575.5547 13.131
3577.6370 13.126
3579.7193 13.131
3581.8015 13.159
3583.8838 13.191
3585.9661 13.188
3588.0483 13.158
3590.1306 13.139
3592.2129 13.109
3594.2952 13.096
3596.3774 13.093
3598.4597 13.117
3600.5420 13.121
3602.6242 13.118
3604.7065 13.106
3606.7888 13.124
3608.8710 13.141
3610.9533 13.158
3613.0356 13.162
3615.1179 13.151
3617.2001 13.136
3619.2824 13.133
3621.3647 13.143
3623.4469 13.159
3625.5292 13.170
3627.6115 13.182
3629.6938 13.169
3631.7760 13.148
3633.8583 13.152
3635.9406 13.183
3638.0228 13.180
3640.1051 13.165
3642.1874 13.166
3644.2697 13.178
3646.3519 13.180
3648.4342 13.183
3650.5165 13.195
3652.5987 13.186
3654.6810 13.187
3656.7633 13.193
3658.8456 13.196
3660.9278 13.219
3663.0101 13.210
3665.0924 13.188
3667.1746 13.160
3669.2569 13.156
3671.3392 13.149
3673.4214 13.170
3675.5037 13.194
3677.5860 13.208
3679.6683 13.212
3681.7505 13.206
3683.8328 13.200
3685.9151 13.199
3687.9973 13.208
3690.0796 13.197
3692.1619 13.191
3694.2442 13.209
3696.3264 13.228
3698.4087 13.225
3700.4910 13.212
3702.5732 13.204
3704.6555 13.209
3706.7378 13.216
3708.8201 13.220
3710.9023 13.219
3712.9846 13.212
3715.0669 13.211
3717.1491 13.210
3719.2314 13.208
3721.3137 13.208
3723.3959 13.202
3725.4782 13.187
3727.5605 13.179
3729.6428 13.202
3731.7250 13.230
3733.8073 13.240
3735.8896 13.231
3737.9718 13.218
3740.0541 13.211
3742.1364 13.204
3744.2187 13.206
3746.3009 13.214
3748.3832 13.223
3750.4655 13.228
3752.5477 13.225
3754.6300 13.218
