# L3864
 3300.0   13.519   50.0
 3350.0   13.509   50.0
 3400.0   13.454   50.0
 3450.0   13.421   50.0
 3500.0   13.383   50.0
 3550.0   13.316   50.0
 3600.0   13.288   50.0
 3650.0   13.192   50.0
 3700.0   13.145   50.0
 3750.0   13.085   50.0
 3800.0   12.939   50.0
 3850.0   12.874   50.0
 3900.0   12.862   50.0
 3950.0   12.945   50.0
 4000.0   12.686   50.0
 4050.0   12.625   50.0
 4100.0   12.673   50.0
 4150.0   12.573   50.0
 4200.0   12.565   50.0
 4250.0   12.552   50.0
 4300.0   12.585   50.0
 4350.0   12.588   50.0
 4400.0   12.488   50.0
 4450.0   12.466   50.0
 4500.0   12.431   50.0
 4550.0   12.415   50.0
 4600.0   12.388   50.0
 4650.0   12.367   50.0
 4700.0   12.355   50.0
 4750.0   12.340   50.0
 4800.0   12.325   50.0
 4850.0   12.379   50.0
 4900.0   12.309   50.0
 4950.0   12.277   50.0
 5000.0   12.268   50.0
 5050.0   12.253   50.0
 5100.0   12.237   50.0
 5150.0   12.235   50.0
 5200.0   12.233   50.0
 5250.0   12.204   50.0
 5300.0   12.187   50.0
 5350.0   12.174   50.0
 5400.0   12.164   50.0
 5450.0   12.147   50.0
 5500.0   12.137   50.0
 5550.0   12.122   50.0
 5600.0   12.123   50.0
 5650.0   12.109   50.0
 5700.0   12.109   50.0
 5750.0   12.103   50.0
 5800.0   12.087   50.0
 5850.0   12.070   50.0
 5900.0   12.083   50.0
 5950.0   12.065   50.0
 6000.0   12.058   50.0
 6050.0   12.048   50.0
 6100.0   12.042   50.0
 6150.0   12.046   50.0
 6200.0   12.036   50.0
 6250.0   12.039   50.0
 6300.0   12.046   50.0
 6350.0   12.020   50.0
 6400.0   12.015   50.0
 6450.0   12.007   50.0
 6500.0   12.008   50.0
 6550.0   12.070   50.0
 6600.0   12.005   50.0
 6650.0   11.977   50.0
 6700.0   11.971   50.0
 6750.0   11.965   50.0
 6800.0   11.959   50.0
 6850.0   11.954   50.0
 6900.0   11.950   50.0
 6950.0   11.947   50.0
 7000.0   11.943   50.0
 7050.0   11.940   50.0
 7100.0   11.936   50.0
 7150.0   11.933   50.0
 7200.0   11.930   50.0
 7250.0   11.928   50.0
 7300.0   11.925   50.0
 7350.0   11.922   50.0
 7400.0   11.920   50.0
 7450.0   11.918   50.0
 7500.0   11.916   50.0
 7550.0   11.914   50.0
 7600.0   11.913   50.0
 7650.0   11.911   50.0
 7700.0   11.910   50.0
 7750.0   11.908   50.0
 7800.0   11.907   50.0
 7850.0   11.906   50.0
 7900.0   11.905   50.0
 7950.0   11.904   50.0
 8000.0   11.904   50.0
 8050.0   11.903   50.0
 8100.0   11.902   50.0
 8150.0   11.902   50.0
 8200.0   11.902   50.0
 8250.0   11.901   50.0
 8300.0   11.901   50.0
 8350.0   11.901   50.0
 8400.0   11.901   50.0
 8450.0   11.903   50.0
 8500.0   11.914   50.0
 8550.0   11.931   50.0
 8600.0   11.905   50.0
 8650.0   11.923   50.0
 8700.0   11.905   50.0
 8750.0   11.913   50.0
 8800.0   11.907   50.0
 8850.0   11.904   50.0
 8900.0   11.904   50.0
 8950.0   11.905   50.0
 9000.0   11.906   50.0
 9050.0   11.906   50.0
 9100.0   11.907   50.0
 9150.0   11.908   50.0
 9200.0   11.908   50.0
 9250.0   11.909   50.0
 9300.0   11.910   50.0
 9350.0   11.910   50.0
 9400.0   11.911   50.0
 9450.0   11.912   50.0
 9500.0   11.912   50.0
 9550.0   11.913   50.0
 9600.0   11.914   50.0
 9650.0   11.914   50.0
 9700.0   11.915   50.0
 9750.0   11.915   50.0
 9800.0   11.916   50.0
 9850.0   11.916   50.0
 9900.0   11.917   50.0
 9950.0   11.917   50.0
10000.0   11.918   50.0
10050.0   11.918   50.0
10100.0   11.918   50.0
