# *
# *                   B D  + 2 6   2 6 0 6
# *
# *   Table file for the flux standard star BD+26 2606, taken from
# *   Oke and Gunn, Ap.J. 266, 713 (1983).  Note that the data
# *   points are all for 40 A bands. This file is designed for
# *   use with the Figaro routine GSPIKE.  
# *
# SET .Z.UNITS = "AB Magnitudes"
# SET .Z.LABEL = "Flux"
# SET .Z.REVSCALE = 1
# SET .TABLE.BANDWIDTH = 40
# *
 3080  11.155 40.0 
 3160  11.072 40.0 
 3240  10.988 40.0 
 3320  10.935 40.0 
 3400  10.866 40.0 
 3480  10.806 40.0 
 3560  10.750 40.0 
 3640  10.698 40.0 
 3680  10.670 40.0 
 3720  10.651 40.0 
 3760  10.540 40.0 
 3800  10.394 40.0 
 3840  10.393 40.0 
 3880  10.356 40.0 
 3920  10.292 40.0 
 3960  10.318 40.0 
 3980  10.317 40.0 
 4000  10.144 40.0 
 4020  10.116 40.0 
 4060  10.104 40.0 
 4100  10.184 40.0 
 4140  10.060 40.0 
 4200  10.021 40.0 
 4240  10.005 40.0 
 4260  10.008 40.0 
 4300  10.060 40.0 
 4340  10.139 40.0 
 4380  9.971  40.0 
 4400  9.955  40.0 
 4560  9.908  40.0 
 4760  9.843  40.0 
 4800  9.824  40.0 
 4820  9.822  40.0 
 4860  9.930  40.0 
 4900  9.804  40.0 
 4920  9.800  40.0 
 4960  9.782  40.0 
 5000  9.768  40.0 
 5120  9.741  40.0 
 5240  9.719  40.0 
 5400  9.693  40.0 
 5560  9.660  40.0 
 5760  9.630  40.0 
 6020  9.594  40.0 
 6420  9.552  40.0 
 6460  9.548  40.0 
 6500  9.550  40.0 
 6540  9.590  40.0 
 6560  9.637  40.0 
 6580  9.597  40.0 
 6620  9.545  40.0 
 6660  9.539  40.0 
 6700  9.535  40.0 
 6740  9.532  40.0 
 6780  9.527  40.0 
 7100  9.502  40.0 
 7460  9.485  40.0 
 7780  9.474  40.0 
 8100  9.463  40.0 
 8380  9.457  40.0 
 8780  9.457  40.0 
 9300  9.458  40.0 
 9700  9.458  40.0 
 9940  9.461  40.0 
10260  9.462  40.0 
10820  9.468  40.0 
11140  9.473  40.0 
12000  9.488  40.0 
